review;faydali;faydasiz;tarih;satici;yildiz;fotografli
"Yorumlara bakarak aldım ve tek pişmanlığım bu zamana kadar neden almamışım demek oldu.
Şarj kablosu kutu icinde çıkmıyor evet ama çok da sorun değil eski samsung şarjı işimi gördü.
Kurulum kolay oldu Bir defa eşleştirme yaptıktan sonra bi daha gerek kalmıyor.
Bluetooth özelliği telefonda açıksa kutudan çıkardığınız an otomatik bağlanıyor.
15 yasindaki kızım telefonla konuşmama asla müsaade etmiyordu şimdi telefonu elime almadan ve ona göstermeden rahatlıkla görüşmelerimi yapabiliyorum ve odalar arasında gel git bağlantı kopmuyor baya iyi hem konuşuyorum hem evde işimi yapıyorum.
Ses kalitesi mikrofon aşırı beğendim. Mikrofon çok hassas bulaşık yıkarken konuştuğumda su sesi ortam sesi benim sesimden çok gidiyormuş denedik yüksek sesle konuşunca problem yok.
Uzun lafın kısası çok begendim eşime hediye edecektim ama kendim kullandım.
Şimdi eşime ve oğluma da birer tane daha aynisindan alacağım benim kulaklıkta gözleri kaldı çünkü:))";8;3;14.10.2021;Ünlü Teknoloji;1;1
Ürün bu fiyata alınabilecek en iyi ürün. youtube üzerinden tüm orjinallik testlerinden geçirdim. Orjinal ürün.;8;7;02.07.2020;Hepsiburada;1;0
Urun gercekten guzel herkese tavsiye ederim;7;1;13.04.2021;marnis;1;0
Ürünü 29 Nisan’da sipariş verdim 30 Nisan’da elime ulaştı.Harika bir hız.Kargo firmasına da teşekkürler.Paketleme çok güzeldi.Hemen denedim.Ses kalitesi çok güzel.Müzik dinlemek için almıştım ama kesinlikle canlı görüşmelerde ve telefon görüşmelerinde de rahatlıkla kullanacağım.Ben Teknomali satıcısından aldım.İlginize teşekkür ederim.Hediye için ideal bir ürün.;7;1;30.04.2021;teknomali;1;0
Ürün gayet başarılı. Ses iletimi ve pil ömrü iyi. Orjinal ürün geldi. Kulaklık üzerinde seri numarası mevcut. Hepsiburada dan aldim.;7;3;13.10.2020;Hepsiburada;1;0
Xiaomi'nin fiyat / performans ürünleri içinde en iyisi. Bir odyofil olarak işimi görmesi için aldığım bu kulaklıktan çok memnun kaldım. Özellikle TWS kulaklıkların bluetooth çiplerinin laptop çipleriyle uyumsuzluğu bu kadar yaygınken bu kulaklıkta muhteşem bağlantı hızı ve kesintisiz çalışması beni çok memnun ettim. Online toplantılarda kulağımda kaba görünmemesi amacıyla sipariş ettiğim bu kulaklıktan fena sayılmayacak bir müzik performansı da alıyorum. Herkesin bütçesine uyan bir TWS kulaklık.;7;2;29.05.2021;Hepsiburada;1;0
Ürünü Trendy Elektronik satıcısından aldım. Doğrulama kodu kutunun altındaydı ve kontrol ettim. Ürün orijinal. Sesi muazzam. Herkese tavsiye ederim.;7;0;21.04.2021;Trendy Elektronik;1;0
Açıkçası çok tereddütle aldımçünkü piyasa da birsürü kablosuz kulaklık var.kardeşimin tavsiyesiyle şans vermek istedim.bir günde elime ulaştı.kutusu malzeme kalitesi bence iyi.iphone 11 kullanıcısıyım uyumlu olması konusunda tereddütlüydüm.ilk izlenim olarak kutu vs sağlamdı içinden garanti belgesi kullanım klavuzu çıktı fakat türkçe olan herhangi bir ibare yoktu.başka yorumlarda da bahsedilen kutu dışındaki bandrolü kazıyınca oradaki siteden orjinalliğini doğrulattım orjinal çıktı.Ses kalitesine gelirsek gerçekten beklediğimin üstünde.AKG kablolu kulaklık kullanan biri olarak diyebilirim ki onu aratmadı.Telefona bağlanması çok kısa sürüyor.kulaklık boyutu için paketten zaten 2 boy daha slikon çıkıyor. sarj etmesi de çok kolay. Diğer telefonlarla uyumunu bilmem ama kesinlikle tavsiye edeceğim bir ürün 👍🏻;7;0;08.05.2021;Ceptech;1;0
Mükemmel bir ürün kararsiz kalan arkadaşlar bnce düşünmeden alsın ses kalitesi vs. çok güzel kulakta çok şık duruyor bunu aldıktan sonra kablolu kulaklığın ne kadar eziyet olduğunu anlayacaksıniz üstelik fiyatı çok uygun tek kötü bulduğum noktası sesi son açınca dışardan biraz duyulabiliyor onun dışında herşey mükemmel teşekkürler hepsi burada ailesi;7;0;09.07.2021;Hepsiburada;1;1
"Ürün beklentimden daha iyi cıktı kurulumu gayet basit ses kalitesi beklediğimden daha iyi şarj konusununa gelirsek 1 saat boyuncu video ve müzik dinledim sadece %10 sarj gitti bence bu oran çok iyi onun dışında bazen yankı yapıyor ondan baska bir sorunla karşılaşmadım.
NOT: Orjinal olup olmadığını sorgulamak için kodu kazırken nazik olun ben abandıgım icin kod silindi sorgulama yapamadım aman dikkat edin.";6;3;11.11.2020;Hepsiburada;1;0
Çok kullanışlı. En küçük tıpasıyla değiştim tıpa kısmını. Birine basınca ikisi birden kapanıyor komple konuşma kesiliyor o kötü. Blututda tek olarak ayarlanıyor. L ve R ayrı görmüyor diğerleri gibi. Kutudan tekini çıkarıp kullanınca sorun yok ama ikisi çıkıp birini geri koyunca yine ikis de kapanıyor. Böyle olmamalıydı bence . Bunun yanında şarjı 3saat civarı gitti 2saat telefon konuşması 1saat dizi izledim.;6;1;23.10.2020;Hepsiburada;1;0
"Bluetooth kulaklıklar ilk çıktığından beri kullanırım. İlk kulaklığım Ericsson'un K750i modeli için yurtdışından getirttiğim yine Ericsson'un orijinal kulaklığıydı. Onlarca marka bir o kadar da model kullanmışlığım vardır. Ama oyun veya profesyonel veya profesyonel müzik olarak kullanmıyorum. Son 3 yıldır Samsung U Level Pro kullanıyordum ondan önce de 3 yıl Samsung U Level kullandım. Birkaç aydır da yeni bir tane almak için araştırıyordum. Yine onlarca marka ve model inceleyip yüzlerce yorum okuduktan sonra 350-500 TL civarında fiyatlara sahip birkaç taneye indirdim listemi. Derken uzmanlığı elektronik ürünler olan bir arkadaşım daha önceden baktığım ama yapılan yorumlarından ve ucuz fiyatından dolayı elediğim bu ürünü tavsiye etti o akşam siparişini verdim ertesi gün kargo geldi.
Beğendiğim tarafları; 
1. Bağlantı kurması çok kolay herhangi bir program indirmedim.
2. Ses kalitesi konuşmada çok iyi ve net. Hatta son ses müzik açtığınızda rahatsızlık verecek kadar çok ama orada bile bozulmuyor kalitesi. 
3. Kutusu zarif ve küçük. Çok zayıf kırılır demiş biri yorumlarda sonuçta kulaklık kutusu uranyum mu taşıyacaktı içinde acaba? 
4. Yaptığınız işin sesini karşı tarafa iletiyor. Ben zımpara yaparken konuştuğum kişi rahatsız oldu ama o anda o kişi yanımda olsa yine o sesten rahatsız olurdu.
5. Kulağa tam oturuyor dışarıdan gelen tüm sesi kesiyor. 
6. İki kulaklığı ayrı ayrı kullanabiliyorsunuz. 
7. Sesli komut özelliği gayet güzel çalışıyor. 
8. Telefon ekranında şarj gösteriliyor. 

Beğenmediğim tarafları;
1. Kutusunun içinden silikon uçlar ve kitapçık çıkıyor sadece. Şarj kablosu veya prizi yok.
2. Kutusunda şarj göstergesi var yazıyor ama sadece şarj olurken yanan kırmızı led.
3. Aynı anda tek telefona bağlayabiliyorsunuz (açıklamasında var aslında bu)

Sonuç; 135 TL'ye harika bir kulaklık. F/P olarak 5 yıldızı hakediyor.";6;4;06.01.2021;Hepsiburada;1;0
Ürün mükemmel kutunun kapağı ve kulaklıkları taktığınız girişler mıknatıslı. Şarjı ve tasarımı mükemmel ses kalitesi beni inanılmaz şaşırttı kafa bantlı 500 liralık kulaklığımdan farkı yok neredeyse. Kısaca ürün 10/10 teşekkürler.;6;3;23.09.2020;Hepsiburada;1;0
Ofis ortamında konuşmada iki taraftada sıkıntı olmadı . Dış ortam konuşmasında iki taraftada sıkıntı olmadı. Müzik bence ıyi. Note 8 de kalan şarj görünüyor. Eşleşmede hiç bir sorun olmadı. Ambalaj da tüm koruyucu folyolar üstündeydi. Şarj kısa sürede oluyor. Kulaklıkların üstüne basarak konuşma sonlandira biliyorsunuz. Müziği kapata biliyorsunuz ve başlata biliyorsunuz. Dışarı ses vermiyor ama sizde dışarıyı duyamıyorsunuz o yüzden bisikletle filan gezerken sesi sonuna kadar açmayın. Yemek yerken yürürken ve koşarken kulaktan düşmedi. Bu konuda uygun silikon başlık seçimi önemli düşüyor diyenler yanlış silikonu seçmişlerdir. 20 m mesafede arada engel yokken bağlantıyı kesmedi. Tek olumsuz durum kulakta duruşunu kaba bulanlar oldu.;6;2;16.10.2020;Hepsiburada;1;0
Fiyatına göre bütün özellikleri 5 yıldız hepsijet kargo 1 günde teslimat da 5 yıldız. İki tane aldım aynı anda farklı telefonlara bağladım sorun yok. Mikrofon ve hoparlörde iyi.;6;1;30.08.2020;Hepsiburada;1;0
Güzel Kutunun Altındaki Koddan Baktım Orjinal;6;1;07.11.2020;Hepsiburada;1;0
Gayet memnun kaldım ses kalitesi çok iyi. Basları falan güzel veriyor. İlk başlarda kulağa oturturken sıkıntı yaşabilirsiniz ama sonrasında asla düşmüyor. Mikrofonu geyet iyi ama Xiomi çok mu zordu 10 cm'lik bir şarj kablosu koymak. Apple kullanıcıları da bunu göz önünde bulundursun. Android şarj kablosu almanız gerekebilir.;6;0;08.11.2020;Hepsiburada;1;0
Cihaz elimize hepsi express ile başarılı bir şekilde ulaştırıldı teknik olarakta başarılı bir cihaz bağlantısı kolay ses seviyesi yeterli sonuçta profesyonel müzik dinleme kulaklığı değil teşekkürler HB teşekkürler mi..... 2 takım kulak içi plastiği de hediye etmesi ayrı güzellik;6;1;08.10.2020;Hepsiburada;1;0
Ürünü siparişimden 2 gün sonra teslim aldım. Gayet güzel sorunsuz geldi. Üründen de çok memnunum.;6;2;29.06.2020;Hepsiburada;1;0
İlk defa trendy elektronikten aldım. Ürün kesinlikle orjinal. 130 metreden ses testi yaptık hiç sorun çıkmadı. Dayanıklı gövdesi. 3 tane de extra değişik boylarda kulaklık plastiği de geliyor. Küçük orta ve büyük boyda. Tavsiye ederim.;6;1;28.05.2021;Trendy Elektronik;1;0
Ürünü kuzenimin önerisi ile onun aldığı satıcıdan aldım ama paketleme çok özensizdi kutu açılmıştı ve içinde kırmızı bantları yoktu denenmiş bir ürün olduğunu düşünüyorum ürün orjinal ondan şüphem yok ama kutudaki kodu sorgulatmak istediğimde olmadı;5;1;12.10.2021;SFİT TEKNOLOJİ ÜRÜNLERİ;1;0
Gayet güzel bir ürün. Çok çabuk geldi. Kutunun üzerindeki kodu Xıaomi sitesinde doğruladım orijinal çıktı. Ama kulaklık contasının altında bir numara olması lazımmış o yoktu. Ama modelden modele değişiyor olabilir. Kalitesi çok iyi hiçbir sıkıntısı yok. İnternette orjinal ürün olup olmadığını anlamak için birçok kriter paylaşılmış hepsini uyguladım kod dışında hepsi var. Kesinlikle tavsiye ediyorum.;5;3;18.12.2020;Hepsiburada;1;0
"Şartsız koşulsuz Hepsiburada satıcıdan alın 
Orjinal ve basic 2 olayı fark etmeyen arkadaşlara sesleniyorum oyun ve video olayı tamamen farklı olur muhteşem seyir ve oyun için kesinlikle Basic 2 olayı muhteşem";5;1;29.10.2020;Hepsiburada;1;0
"İlk olarak günü gece 1 gibi sipariş verdim ve Cuma sabahı elimdeydi. Bu çok hızlı kargo için çok teşekkür ediyorum. 

İlk kez kablosuz kulaklık aldım ve çok memnun kaldım. Iyi ki almışım herkese de önereceğim.Genel olarak müzik dinlemek dizi izlemek ve canlı derslere katılırken kullanmak için aldım. 

Müzik konusunda beni çok tatmin etti gayet güzel ve yeterli. Dışardan asla ses gelmiyor. Bağlantıda asla kesinti yaşamadım odamda bulunan bilgisayara bağladığımda tüm evi gezdim balkona bile çıktım ve bir kesinti olmadı ki evimiz büyük. Mikrofon konusunda arkadaşlarım sesimin çok net geldiğini söylediler bu yüzden derslerde hiçbir sorun yaşamayacağım. Mikrofon dışardan gelen sesleri gerçekten çok iletiyor karşınızdaki kişiye bir tek o eksisi var. Dışarda kullanırken sorun olur ben odamda hiç sorun yaşamadım. Kulaklık çok rahat silikonları rahatsız etmiyor ki ben silikonlu kulaklık kullanmayı pek sevmem. Içinden s m ve l silikon boyları çıkıyor ben s kullanıyorum ve tam oluyor düşme gibi bir durumu yok. Şarj kutusu çok kaygan bu yüzden koruma kılıfı almak mantıklı olur. Uzun süreli kullanmadım bu yüzden şarj durumuyla ilgili yorum yapamayacağım. 

Ben genel olarak çok memnun kaldım almayı düşünen herkese kesinlikle öneririm. Orijinal gelip gelmeyeceği konusunda şüpheliyseniz hepsiburada satıcısından almaya özen gösterin. Hem kargosu fena hızlı hem de orijinal ürün geliyor. Iyi günler diliyorum";5;6;25.12.2020;Hepsiburada;1;0
Kutunun içinde şarj aleti çıkmaması ve şarj göstergesi olmaması dışında müthiş bir kulaklık ihtiyacınızı göreceğinden eminim. Ses kalitesi mikrofon her şey mükemmel.;5;1;21.10.2021;MK TEKNOLOJİ ÜRÜNLERİ;1;1
Orjinal ürün ve kaliteli herkese tavsiye ederim;5;4;10.07.2021;Hepsiburada;1;0
Ses kalitesi bu fiyat için mükemmel. Gelmesi çok uzun sürmedi sanırım 3 gün içinde geldi. Sesi güzel ayrıca piyasa çok fazla replikası olmasına rağmen satılan ürün %100 Orjinal. Alınır beğendim👍👍;5;0;13.11.2020;Hepsiburada;1;0
İlk deneyimim müzik oldu bassları tok çok güzel tizler midler gayet güzel. Pubg de denedim oyun modu olmamasına rağmen geçikme yok diyebilirim tabiki bu telefondan telefona değişebilir benim kullandığım cihaz Huawei Mate 20 Pro. Gayet güzel parasının hakkını kat kat veriyor 1 adet sipariş daha vereceğim.;5;1;07.12.2020;Hepsiburada;1;0
Mükemmel Kalite.;5;2;17.03.2021;Hersey Tahtakaleden;1;0
Mükemmel Bir deneyim ilk kablosuz kulaklığı ürünü 99.90 fiyatında bekleyip şanslı olanlardanım ürün bas kalite müzik deneyimi mükemmel konuşma olarak kapalı mekanda deneyimledim gayet başarılı açık mekanda deneme şansım olmadı alalı 2 gün oldu umarım Bir sorun olmaz teşekkürler hepsiburada.com eyer QCy T7 model e de indirim gelirse eşim e doğum günü hediyesi olarak alıcam tabi fiyat olarak çok az daha indirime girerse düşünmeden alın arkadaşlar...;5;2;10.11.2020;Hepsiburada;1;0
Ürün sipariş ten bir gün sonra elime ulaştı yeni kullanmaya başladım şimdilik sorun yok ses kalitesi tahminimin  üzerinde fiyatı gayet güzel. Teşekkürler;4;0;30.04.2021;Bizdenal;1;0
Ürün çok güzel ve orijinal. Bass kalitesi çok iyi. Yorumların objektif olmadığına inanan birisi olarak tavsiye ediyorum.;4;2;10.11.2020;Hepsiburada;1;0
Ürün çok güzel ama tek sıkıntısı telefona çok zor bağlanıyor ben 2 dk şarkıda bile 4 defa bağlantısı kesildi;4;3;03.06.2021;SurveySmile;1;0
Kargo sorunsuz bir şekilde elime ulaştı. Kulaklığın kalitesi beklediğimden daha iyi. Kurulumu kolay. Kulağa tam oturuyor. Ses kalitesi güzel. Tereddüt etmeden alabilirsiniz.;4;2;08.11.2020;Hepsiburada;1;0
Ürün elime cok kısa bir sürede ulaştı. Cok tereddütle almıştım ancak iyiki almışım dedim. Almayı düşünen arkadaşlar kesinlikle düşünmeden alabilir. Ürün fiyatına göre harika;4;1;09.11.2020;Hepsiburada;1;0
Çok iyi kesinlikle alın bence hem fiyatıda kendi sikletindeki kulaklıkkara göre ucuz;4;1;05.06.2021;Torima;1;1
Birkaç gün oluyor kullanalı. Ürünün kutusundaki kodu sitede kontrol ettim kesinlikle orijinal. Fiyatına göre performansı çok iyi. Telefon uzakta olsa da bağlantıda sorun yaşamadım. Yanında kendi kulağınızın büyüklüğüne göre kullanabileceğiniz kulaklık uçları var. Tek eksi yönü oyunda kullanırken 0.5 saniye gibi bir gecikme yaşanması. Bu da çok problem değil benim için oyun oynamak için almamıştım. Müzik dinlemek film izlemek ve telefonla görüşmek için eşsiz bir performansı var.;4;0;31.07.2021;Torima;1;0
Ürün kesinlikle orjinal satıcının hepsi burada olmasına dikkat edin 3.siparişimde orjinal ürünü buldum 👍🏻;4;0;06.10.2020;Hepsiburada;1;0
Ürün bugün elime ulaştı. İlk olarak söylemem gereken bu fiyata bu performans harika! Şarkı dinleyecek olanlar için kablo derdi yok şarjı da uzun gidiyor çok güzel. Dizi film youtube netflix gibi video izlemek isteyenler için yazıyorum saniyenin belki çeyreği kadar gecikme var. Bu gecikme benim için yok denecek kadar az ama takılanlar belki olur. Son olarak oyun performansına geçeceğim. Oynadığınız oyun Pubg Call of Duty gibi savaş aksiyon oyunlarıysa ve çatışma anındaysanız yukarıda belirttiğim 0.25 saniye gecikme oyuna etki ediyor diyebilirim. Şahsen ben o kadar hafif gecikmeyle bile oyun performansım yarı yarıya azaldı diyebilirim. Oyun için düşünüyosanız bunu göz önünde bulundurun. Şarkı performansı 10/10 dizi film performansı 9/10 oyun performansı 5/10 diyebilirim. Ses kalitesi bass kalitesi ses yüksekliği gayet yeterli ve insana oldukça zevk veriyor.;4;0;04.01.2021;Hepsiburada;1;0
"Fevkalade mükemmel bir cihaz
Beklentilerin üstünde bir ses kalitesi var arkadaşlar. Kulağa mükemmel oturuyor kesinlikle cızırtı veyahut ses bozukluğu yapmıyor çok stabil çalışıyor. Sony Philipsasus samsungjbl ve Xiaomi kablolu kulaklıkları kullanan birisi olarak yapıyorum bu yorumu. Gerçekten mükemmel bir kulaklık düşünmeden alabilirsiniz. Ayrıca Hepsiburada Sinop'ta da hepsijet ile teslim etti İstanbul'dan Sinop'a ertesi gün teslim oldu bu aşırı mükemmel bir olay. Hepsiburada Türkiye'de bir numara olduğunu her geçen gün kanıtlıyor. Alırken satıcısı Hepsiburada olanı almanızda fayda var diğer satıcılar orjinal olmayan ürün gönderebilir buna dikkat edin. Sarj konusunda da gayet başarılı normal kullanımda bir iki hafta götürür gibi duruyor. Teşekkürler Hepsiburada";4;2;03.09.2020;Hepsiburada;1;0
Ürünün sesi ve bağlantısı çok iyi beğendim. Malzeme kalitesi fiyatına göre süper. Tam bir fiyat performans ürünü. Tavsiye ederim.;4;1;08.08.2021;Nethouse;1;1
Ürünü yorumları okuyup almıştım iyiki almışım. Gerçekten ürün tam bir f/p ürünü. Ses kalitesi dışarıyla bağlantınız kesecek kadar iyi ama daha fazlası değil. Mikrofon sorunsuz net ve anlaşılır ses aktarıyor. Şarj konusunda hiç sıkıntı yaşanmıyor. Bağlantı sorunsuz ve hızlı oluyor. Bu fiyata bu ürünü tereddüt etmeden alın derim. :);4;0;14.06.2021;Torima;1;0
teslimatta ve ürün kalitesinde bi sorun yaşamadım. Silikonlu olduğu için dışarıdaki sesleri kesiyor spor veya park yürüyüşü için daha uygun gibi ama ofis veya trafikte yürüyüş için diğer silikonsuz tws lerin kaliteli olanları tercih edilmeli diye düşünüyorum. Uzun süre kulağınıza sokulu olarak durulabilecek bir kulaklık değil. Ama dış sesler kesilsin bas müzik versin derseniz iyi. Telefonla konuşurken de bi sıkıntı yaşamadım.;4;2;09.10.2020;Hepsiburada;1;0
